application_id,applicant_id,cohort_id,channel_id,application_date,eligibility_status,interview_result,offer_status,application_status,stage,exit_reason_id
17368,17368,119,5,2026-08-14,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17369,17369,121,1,2026-03-10,Eligible,Passed,Offered,Rejected,Selection,5.0
17370,17370,121,3,2026-11-23,Eligible,Passed,Offered,Rejected,Selection,5.0
17371,17371,114,1,2026-10-09,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17372,17372,107,7,2026-03-17,Eligible,Passed,Offered,Rejected,Selection,5.0
17373,17373,115,4,2026-11-17,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17374,17374,118,5,2026-05-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17375,17375,108,3,2026-09-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17376,17376,112,2,2026-08-28,Eligible,Passed,Offered,Rejected,Selection,5.0
17377,17377,124,6,2026-05-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17378,17378,126,4,2026-03-22,Eligible,Passed,Offered,Rejected,Selection,5.0
17379,17379,116,5,2026-03-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17380,17380,122,5,2026-11-28,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17381,17381,122,3,2026-10-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17382,17382,125,1,2026-11-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17383,17383,124,1,2026-09-02,Eligible,Passed,Offered,Rejected,Selection,5.0
17384,17384,121,3,2026-02-10,Eligible,Passed,Offered,Rejected,Selection,5.0
17385,17385,121,1,2026-12-02,Eligible,Passed,Offered,Rejected,Selection,5.0
17386,17386,112,7,2026-02-06,Eligible,Passed,Offered,Rejected,Selection,5.0
17387,17387,113,1,2026-05-13,Eligible,Passed,Offered,Rejected,Selection,5.0
17388,17388,119,4,2026-10-01,Eligible,Passed,Offered,Rejected,Selection,5.0
17389,17389,117,1,2026-07-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17390,17390,114,3,2026-12-12,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17391,17391,110,3,2026-12-09,Eligible,Passed,Offered,Rejected,Selection,5.0
17392,17392,115,2,2026-05-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17393,17393,125,3,2026-03-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17394,17394,124,2,2026-06-09,Eligible,Passed,Offered,Rejected,Selection,5.0
17395,17395,121,2,2026-12-07,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,3.0
17396,17396,110,3,2026-03-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17397,17397,120,3,2026-07-16,Eligible,Passed,Offered,Rejected,Selection,5.0
17398,17398,113,4,2026-06-04,Eligible,Passed,Offered,Rejected,Selection,5.0
17399,17399,119,4,2026-06-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17400,17400,125,3,2026-03-04,Eligible,Passed,Offered,Rejected,Selection,5.0
17401,17401,120,3,2026-05-11,Eligible,Passed,Offered,Rejected,Selection,5.0
17402,17402,119,1,2026-05-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17403,17403,113,1,2026-07-28,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17404,17404,118,3,2026-08-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17405,17405,117,1,2026-12-22,Eligible,Passed,Offered,Rejected,Selection,5.0
17406,17406,111,1,2026-06-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17407,17407,120,1,2026-04-03,Eligible,Passed,Offered,Rejected,Selection,5.0
17408,17408,115,3,2026-07-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17409,17409,119,1,2026-08-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17410,17410,112,1,2026-05-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17411,17411,122,3,2026-11-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17412,17412,116,2,2026-05-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17413,17413,120,3,2026-01-10,Eligible,Passed,Offered,Rejected,Selection,5.0
17414,17414,111,3,2026-03-06,Eligible,Passed,Offered,Rejected,Selection,5.0
17415,17415,118,2,2026-02-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17416,17416,107,7,2026-10-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17417,17417,122,2,2026-02-04,Eligible,Passed,Offered,Rejected,Selection,5.0
17418,17418,111,5,2026-12-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17419,17419,119,2,2026-04-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17420,17420,107,2,2026-11-04,Eligible,Passed,Offered,Rejected,Selection,5.0
17421,17421,124,1,2026-08-18,Eligible,Passed,Offered,Rejected,Selection,5.0
17422,17422,117,1,2026-07-28,Eligible,Passed,Offered,Rejected,Selection,5.0
17423,17423,125,1,2026-05-02,Eligible,Passed,Offered,Rejected,Selection,5.0
17424,17424,121,1,2026-03-05,Eligible,Passed,Offered,Rejected,Selection,5.0
17425,17425,107,2,2026-03-18,Eligible,Passed,Offered,Rejected,Selection,5.0
17426,17426,111,2,2026-02-22,Eligible,Passed,Offered,Rejected,Selection,5.0
17427,17427,119,2,2026-07-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17428,17428,110,3,2026-07-22,Eligible,Passed,Offered,Rejected,Selection,5.0
17429,17429,110,3,2026-12-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17430,17430,108,3,2026-01-23,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17431,17431,126,2,2026-09-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17432,17432,121,1,2026-06-11,Eligible,Passed,Offered,Rejected,Selection,5.0
17433,17433,114,5,2026-11-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17434,17434,108,6,2026-01-10,Eligible,Passed,Offered,Rejected,Selection,5.0
17435,17435,118,2,2026-04-22,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17436,17436,107,1,2026-06-10,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,4.0
17437,17437,109,3,2026-09-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17438,17438,112,2,2026-04-03,Eligible,Passed,Offered,Rejected,Selection,5.0
17439,17439,111,3,2026-06-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17440,17440,124,2,2026-09-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17441,17441,121,4,2026-11-25,Eligible,Passed,Offered,Rejected,Selection,5.0
17442,17442,117,1,2026-09-23,Eligible,Passed,Offered,Rejected,Selection,5.0
17443,17443,125,1,2026-11-04,Eligible,Passed,Offered,Rejected,Selection,5.0
17444,17444,115,4,2026-09-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17445,17445,120,3,2026-08-24,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,3.0
17446,17446,116,3,2026-10-02,Eligible,Passed,Offered,Rejected,Selection,5.0
17447,17447,108,1,2026-12-18,Eligible,Passed,Offered,Rejected,Selection,5.0
17448,17448,112,1,2026-08-04,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
17449,17449,109,3,2026-06-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17450,17450,113,4,2026-05-04,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17451,17451,113,3,2026-07-04,Eligible,Passed,Offered,Rejected,Selection,5.0
17452,17452,110,1,2026-07-07,Eligible,Passed,Offered,Rejected,Selection,5.0
17453,17453,125,1,2026-12-06,Eligible,Passed,Offered,Rejected,Selection,5.0
17454,17454,114,1,2026-01-19,Eligible,Passed,Offered,Rejected,Selection,5.0
17455,17455,122,4,2026-02-07,Eligible,Passed,Offered,Rejected,Selection,5.0
17456,17456,126,1,2026-05-08,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17457,17457,111,7,2026-07-02,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17458,17458,126,1,2026-08-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17459,17459,109,5,2026-07-13,Eligible,Passed,Offered,Rejected,Selection,5.0
17460,17460,119,1,2026-04-19,Eligible,Passed,Offered,Rejected,Selection,5.0
17461,17461,111,1,2026-09-17,Eligible,Passed,Offered,Rejected,Selection,5.0
17462,17462,108,1,2026-06-11,Eligible,Passed,Offered,Rejected,Selection,5.0
17463,17463,120,1,2026-01-25,Eligible,Passed,Offered,Rejected,Selection,5.0
17464,17464,110,2,2026-06-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17465,17465,121,3,2026-06-09,Eligible,Passed,Offered,Rejected,Selection,5.0
17466,17466,107,1,2026-04-06,Eligible,Passed,Offered,Rejected,Selection,5.0
17467,17467,113,7,2026-12-06,Eligible,Passed,Offered,Rejected,Selection,5.0
17468,17468,113,2,2026-09-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17469,17469,122,1,2026-06-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17470,17470,118,4,2026-12-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17471,17471,112,3,2026-02-28,Eligible,Passed,Offered,Rejected,Selection,5.0
17472,17472,114,5,2026-05-18,Eligible,Passed,Offered,Rejected,Selection,5.0
17473,17473,109,1,2026-07-27,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,3.0
17474,17474,108,5,2026-08-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17475,17475,115,4,2026-02-11,Eligible,Passed,Offered,Rejected,Selection,5.0
17476,17476,116,1,2026-06-09,Eligible,Passed,Offered,Rejected,Selection,5.0
17477,17477,110,2,2026-08-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17478,17478,118,3,2026-04-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17479,17479,108,1,2026-02-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17480,17480,125,3,2026-12-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17481,17481,114,5,2026-05-11,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17482,17482,119,2,2026-05-03,Eligible,Passed,Offered,Rejected,Selection,5.0
17483,17483,113,4,2026-06-27,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17484,17484,113,3,2026-05-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17485,17485,119,2,2026-10-28,Eligible,Passed,Offered,Rejected,Selection,5.0
17486,17486,109,3,2026-03-22,Eligible,Passed,Offered,Rejected,Selection,5.0
17487,17487,124,4,2026-01-17,Eligible,Passed,Offered,Rejected,Selection,5.0
17488,17488,115,1,2026-08-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17489,17489,121,5,2026-10-03,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17490,17490,126,2,2026-10-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17491,17491,122,4,2026-11-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17492,17492,107,6,2026-12-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17493,17493,109,6,2026-10-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17494,17494,125,5,2026-05-16,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17495,17495,117,1,2026-07-09,Eligible,Passed,Offered,Rejected,Selection,5.0
17496,17496,117,2,2026-07-24,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17497,17497,109,5,2026-09-11,Eligible,Passed,Offered,Rejected,Selection,5.0
17498,17498,125,4,2026-05-25,Eligible,Passed,Offered,Rejected,Selection,5.0
17499,17499,122,1,2026-01-04,Eligible,Passed,Offered,Rejected,Selection,5.0
17500,17500,126,1,2026-11-12,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17501,17501,114,3,2026-03-22,Eligible,Passed,Offered,Rejected,Selection,5.0
17502,17502,125,1,2026-08-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17503,17503,115,3,2026-04-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17504,17504,109,1,2026-03-07,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
17505,17505,126,3,2026-08-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17506,17506,113,1,2026-03-25,Eligible,Passed,Offered,Rejected,Selection,5.0
17507,17507,126,4,2026-10-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17508,17508,112,2,2026-07-11,Eligible,Passed,Offered,Rejected,Selection,5.0
17509,17509,110,3,2026-04-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17510,17510,115,1,2026-05-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17511,17511,122,2,2026-02-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17512,17512,108,1,2026-08-19,Eligible,Passed,Offered,Rejected,Selection,5.0
17513,17513,111,3,2026-01-03,Eligible,Passed,Offered,Rejected,Selection,5.0
17514,17514,108,2,2026-09-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17515,17515,121,5,2026-05-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17516,17516,119,1,2026-08-15,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17517,17517,124,4,2026-07-05,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17518,17518,108,2,2026-08-01,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17519,17519,112,4,2026-11-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17520,17520,109,2,2026-12-17,Eligible,Passed,Offered,Rejected,Selection,5.0
17521,17521,114,3,2026-06-08,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17522,17522,119,1,2026-10-22,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17523,17523,125,5,2026-10-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17524,17524,125,2,2026-12-05,Eligible,Passed,Offered,Rejected,Selection,5.0
17525,17525,124,3,2026-06-16,Eligible,Passed,Offered,Rejected,Selection,5.0
17526,17526,122,5,2026-02-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17527,17527,126,1,2026-04-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17528,17528,122,2,2026-12-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17529,17529,121,1,2026-07-07,Eligible,Passed,Offered,Rejected,Selection,5.0
17530,17530,112,2,2026-07-10,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17531,17531,124,5,2026-12-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17532,17532,117,3,2026-11-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17533,17533,107,1,2026-09-06,Eligible,Passed,Offered,Rejected,Selection,5.0
17534,17534,112,1,2026-04-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17535,17535,108,3,2026-05-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17536,17536,120,7,2026-04-25,Eligible,Passed,Offered,Rejected,Selection,5.0
17537,17537,123,5,2026-09-11,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,4.0
17538,17538,126,2,2026-07-12,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17539,17539,116,1,2026-08-22,Eligible,Passed,Offered,Rejected,Selection,5.0
17540,17540,125,5,2026-02-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17541,17541,107,2,2026-04-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17542,17542,116,6,2026-10-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17543,17543,107,1,2026-08-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17544,17544,108,2,2026-04-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17545,17545,120,7,2026-04-01,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17546,17546,116,2,2026-04-05,Eligible,Passed,Offered,Rejected,Selection,5.0
17547,17547,112,5,2026-03-23,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
17548,17548,110,5,2026-08-05,Eligible,Passed,Offered,Rejected,Selection,5.0
17549,17549,118,3,2026-10-11,Eligible,Passed,Offered,Rejected,Selection,5.0
17550,17550,107,2,2026-01-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17551,17551,107,6,2026-10-27,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17552,17552,114,3,2026-05-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17553,17553,117,1,2026-03-27,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17554,17554,110,3,2026-04-03,Eligible,Passed,Offered,Rejected,Selection,5.0
17555,17555,123,3,2026-11-13,Eligible,Passed,Offered,Rejected,Selection,5.0
17556,17556,108,7,2026-07-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17557,17557,120,6,2026-02-06,Eligible,Passed,Offered,Rejected,Selection,5.0
17558,17558,108,5,2026-10-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17559,17559,110,2,2026-03-10,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17560,17560,118,3,2026-01-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17561,17561,120,3,2026-11-08,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17562,17562,122,4,2026-12-03,Eligible,Passed,Offered,Rejected,Selection,5.0
17563,17563,126,1,2026-09-22,Eligible,Passed,Offered,Rejected,Selection,5.0
17564,17564,118,6,2026-11-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17565,17565,122,2,2026-06-07,Eligible,Passed,Offered,Rejected,Selection,5.0
17566,17566,124,2,2026-11-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17567,17567,109,1,2026-12-17,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17568,17568,124,1,2026-11-16,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17569,17569,116,1,2026-03-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17570,17570,112,4,2026-08-05,Eligible,Passed,Offered,Rejected,Selection,5.0
17571,17571,108,4,2026-07-09,Eligible,Passed,Offered,Rejected,Selection,5.0
17572,17572,113,1,2026-10-09,Eligible,Passed,Offered,Rejected,Selection,5.0
17573,17573,109,2,2026-05-24,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,3.0
17574,17574,113,1,2026-09-16,Eligible,Passed,Offered,Rejected,Selection,5.0
17575,17575,112,1,2026-12-05,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17576,17576,109,3,2026-11-27,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17577,17577,126,2,2026-10-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17578,17578,124,1,2026-10-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17579,17579,115,1,2026-03-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17580,17580,113,3,2026-08-27,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17581,17581,120,5,2026-06-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17582,17582,115,5,2026-03-09,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17583,17583,116,6,2026-06-13,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17584,17584,117,4,2026-12-18,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17585,17585,114,5,2026-01-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17586,17586,117,5,2026-06-12,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17587,17587,108,5,2026-12-10,Eligible,Passed,Offered,Rejected,Selection,5.0
17588,17588,120,1,2026-02-27,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17589,17589,121,4,2026-03-09,Eligible,Passed,Offered,Rejected,Selection,5.0
17590,17590,113,5,2026-09-13,Eligible,Passed,Offered,Rejected,Selection,5.0
17591,17591,113,6,2026-08-10,Eligible,Passed,Offered,Rejected,Selection,5.0
17592,17592,110,2,2026-07-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17593,17593,109,2,2026-02-13,Eligible,Passed,Offered,Rejected,Selection,5.0
17594,17594,110,1,2026-09-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17595,17595,109,5,2026-11-28,Eligible,Passed,Offered,Rejected,Selection,5.0
17596,17596,120,5,2026-11-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17597,17597,110,4,2026-05-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17598,17598,109,3,2026-02-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17599,17599,118,2,2026-03-22,Eligible,Passed,Offered,Rejected,Selection,5.0
17600,17600,125,1,2026-10-25,Eligible,Passed,Offered,Rejected,Selection,5.0
17601,17601,107,4,2026-12-26,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17602,17602,112,7,2026-08-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17603,17603,124,1,2026-04-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17604,17604,117,1,2026-10-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17605,17605,120,2,2026-04-05,Eligible,Passed,Offered,Rejected,Selection,5.0
17606,17606,113,3,2026-05-11,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,1.0
17607,17607,126,2,2026-04-01,Eligible,Passed,Offered,Rejected,Selection,5.0
17608,17608,110,1,2026-01-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17609,17609,115,2,2026-07-16,Eligible,Passed,Offered,Rejected,Selection,5.0
17610,17610,115,2,2026-05-28,Eligible,Passed,Offered,Rejected,Selection,5.0
17611,17611,124,3,2026-01-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17612,17612,124,3,2026-10-23,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
17613,17613,112,3,2026-09-23,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17614,17614,116,3,2026-01-05,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17615,17615,119,1,2026-02-17,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17616,17616,118,1,2026-02-16,Eligible,Passed,Offered,Rejected,Selection,5.0
17617,17617,117,1,2026-11-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17618,17618,110,4,2026-05-23,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17619,17619,124,1,2026-08-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17620,17620,111,3,2026-12-02,Eligible,Passed,Offered,Rejected,Selection,5.0
17621,17621,109,1,2026-12-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17622,17622,110,3,2026-09-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17623,17623,108,2,2026-09-03,Eligible,Passed,Offered,Rejected,Selection,5.0
17624,17624,116,1,2026-10-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17625,17625,108,1,2026-03-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17626,17626,125,1,2026-03-15,Eligible,Passed,Offered,Rejected,Selection,5.0
17627,17627,119,1,2026-11-23,Eligible,Passed,Offered,Rejected,Selection,5.0
17628,17628,119,2,2026-06-19,Eligible,Passed,Offered,Rejected,Selection,5.0
17629,17629,117,6,2026-05-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17630,17630,124,3,2026-12-12,Eligible,Passed,Offered,Rejected,Selection,5.0
17631,17631,119,3,2026-03-06,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
17632,17632,108,1,2026-08-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17633,17633,119,5,2026-12-01,Eligible,Passed,Offered,Rejected,Selection,5.0
17634,17634,115,2,2026-05-28,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17635,17635,114,3,2026-07-05,Eligible,Passed,Offered,Rejected,Selection,5.0
17636,17636,109,1,2026-12-10,Eligible,Passed,Offered,Rejected,Selection,5.0
17637,17637,117,2,2026-06-18,Eligible,Passed,Offered,Rejected,Selection,5.0
17638,17638,112,3,2026-10-06,Eligible,Passed,Offered,Rejected,Selection,5.0
17639,17639,116,1,2026-06-05,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17640,17640,113,1,2026-09-03,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
17641,17641,124,1,2026-08-07,Eligible,Passed,Offered,Rejected,Selection,5.0
17642,17642,120,5,2026-04-13,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17643,17643,111,3,2026-04-28,Eligible,Passed,Offered,Rejected,Selection,5.0
17644,17644,120,1,2026-12-07,Eligible,Passed,Offered,Rejected,Selection,5.0
17645,17645,123,2,2026-02-04,Eligible,Passed,Offered,Rejected,Selection,5.0
17646,17646,113,1,2026-01-26,Eligible,Passed,Offered,Rejected,Selection,5.0
17647,17647,120,1,2026-01-25,Eligible,Passed,Offered,Rejected,Selection,5.0
17648,17648,118,2,2026-06-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17649,17649,124,4,2026-11-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17650,17650,112,4,2026-02-18,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17651,17651,115,1,2026-02-17,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17652,17652,112,1,2026-10-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17653,17653,119,3,2026-10-07,Eligible,Passed,Offered,Rejected,Selection,5.0
17654,17654,119,1,2026-01-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17655,17655,108,3,2026-05-04,Eligible,Passed,Offered,Rejected,Selection,5.0
17656,17656,111,1,2026-11-17,Eligible,Passed,Offered,Rejected,Selection,5.0
17657,17657,126,1,2026-04-21,Eligible,Passed,Offered,Rejected,Selection,5.0
17658,17658,114,2,2026-04-22,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,1.0
17659,17659,114,1,2026-12-27,Eligible,Passed,Offered,Rejected,Selection,5.0
17660,17660,107,1,2026-02-01,Eligible,Passed,Offered,Rejected,Selection,5.0
17661,17661,120,1,2026-04-06,Eligible,Passed,Offered,Rejected,Selection,5.0
17662,17662,110,3,2026-02-02,Eligible,Passed,Offered,Rejected,Selection,5.0
17663,17663,120,1,2026-01-18,Eligible,Passed,Offered,Rejected,Selection,5.0
17664,17664,125,5,2026-06-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17665,17665,111,2,2026-06-04,Eligible,Passed,Offered,Rejected,Selection,5.0
17666,17666,109,1,2026-03-11,Eligible,Passed,Offered,Rejected,Selection,5.0
17667,17667,113,6,2026-08-28,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17668,17668,125,1,2026-02-23,Eligible,Passed,Offered,Rejected,Selection,5.0
17669,17669,107,5,2026-08-10,Eligible,Failed,Not Offered,Rejected,Interview,7.0
17670,17670,114,1,2026-01-14,Eligible,Passed,Offered,Rejected,Selection,5.0
17671,17671,108,2,2026-12-10,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17672,17672,119,2,2026-11-19,Eligible,Passed,Offered,Rejected,Selection,5.0
17673,17673,126,3,2026-04-06,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17674,17674,114,1,2026-12-06,Eligible,Passed,Offered,Rejected,Selection,5.0
17675,17675,126,5,2026-01-24,Eligible,Passed,Offered,Rejected,Selection,5.0
17676,17676,116,1,2026-12-18,Eligible,Failed,Not Offered,Rejected,Interview,6.0
17677,17677,114,5,2026-05-17,Eligible,Passed,Offered,Rejected,Selection,5.0
17678,17678,118,3,2026-09-21,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
17679,17679,120,1,2026-04-20,Eligible,Passed,Offered,Rejected,Selection,5.0
17680,17680,113,4,2026-06-11,Eligible,Passed,Offered,Rejected,Selection,5.0
17681,17681,114,1,2026-01-26,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,4.0
17682,17682,120,6,2026-10-03,Eligible,Passed,Offered,Rejected,Selection,5.0
17683,17683,108,5,2026-12-10,Eligible,Passed,Offered,Rejected,Selection,5.0
17684,17684,112,1,2026-12-08,Eligible,Passed,Offered,Rejected,Selection,5.0
17685,17685,114,3,2026-05-25,Eligible,Passed,Offered,Rejected,Selection,5.0
